reconstructed,isv_id,isv_form,match_score,N,is_best,etm_info,cognates
gadъ,2872,gad,100.0,1,True,"Commonly associated with Lithuanian gė́da (“shame”), Old Prussian gīdan (“shame, disgrace”), Proto-West Germanic *kwād (“dirt, mud; bad”), presumably from Proto-Indo-European *gʷeh₁dʰ- (“to defile”). Related native terms with root vowel *-y- (*gyda, *gydъkъ, etc.) evince for a possible obscure *-w- in the root, which gets assimilated by the labiovelar *gʷ- in non-zero grades: *gʷ(w)[e/o]h₁- ~ *gʷuh₁- + *-dʰ-. If right, then perhaps further akin to Proto-Slavic *govьno (“turd”), *gavědь (“unordered, disorganized group; wild stock”).
Less accepted hypotheses draw comparison with Ancient Greek γάδος (gádos, “cod”), Latin gadus (“gadiform”) (whence English cod), often considered of substrate origin, or with Sanskrit नाग (nāgá, “serpent”) (per Machek).

","{'Old East Slavic': ['гадъ'], 'Old Ruthenian': ['гадъ'], 'Belarusian': ['гад'], 'Rusyn': ['гад'], 'Ukrainian': ['гад'], 'Russian': ['гад'], 'Old Cyrillic': ['гадъ'], 'Glagolitic': ['ⰳⰰⰴⱏ'], 'Bulgarian': ['гад (standard)', 'гат (dialectal)'], 'Macedonian': ['гад'], 'Cyrillic': ['гад'], 'Latin': ['gȁd'], 'Slovene': ['gàd', 'gàda f'], 'Old Czech': ['had'], 'Czech': ['had'], 'Kashubian': ['gôd'], 'Polabian': ['god'], 'Polish': ['gad (standard)', 'gωt m', 'gada f (dialectal)'], '(Ślemień)': ['gád'], 'Slovak': ['had'], 'Upper Sorbian': ['had'], 'Lower Sorbian': ['gad']}"
čarъ,1382,čar,100.0,1,True,"From Proto-Balto-Slavic *ker-, *kēr-, from Proto-Indo-European *kʷer- (“to do, make, build”). Cognate with Sanskrit करोति (karóti), Lithuanian kùrti.
Slavic forms with *čar- presuppose a nominal lengthened-grade derivation, i.e. Proto-Balto-Slavic *kēr- (Lithuanian kẽras (“charm, magic”)). Serbo-Croatian feminine i-stem is probably an archaism - lengthened grade is expected in PIE root nouns which yield Balto-Slavic i-stems. The PIE root probably already had magical connotations, i.e. denoting remote action by magical means. (Can this(+) etymology be sourced?).

","{'Old East Slavic': ['чаръ'], 'Belarusian': ['чары'], 'Russian': ['чары'], 'Ukrainian': ['чар'], 'Old Cyrillic': ['чаръ'], 'Glagolitic': ['ⱍⰰⱃⱏ'], 'Bulgarian': ['чар'], 'Macedonian': ['чар'], 'Cyrillic': ['чар'], 'Latin': ['čȃr'], 'Slovene': ['čár'], 'Old Czech': ['čar'], 'Czech': ['čár'], 'Polish': ['czar'], 'Slovak': ['čar'], 'Slovincian': ['čȧrä']}"
rěšiti,13138,rěšiti,100.0,1,True,"The exact Proto Balto-Slavic form is contested. Vasmer adduces Lithuanian raišýti, Lithuanian rišti, Lithuanian ryšys, Latin rica as cognates. If so, from Proto-Indo-European *wreyḱ- (“to twist, bend”).

","{'Old East Slavic': ['рѣшити'], 'Belarusian': ['рашыць'], 'Russian': ['решить'], 'Ukrainian': ['рішити'], 'Old Cyrillic': ['рѣшити'], 'Bulgarian': ['реша'], 'Macedonian': ['реши'], 'Cyrillic': ['решити', 'ријешити'], 'Latin': ['réšiti', 'rijéšiti'], 'Slovene': ['rešīti', 'rẹšiti (tonal orthography)'], 'Czech': ['řešit (“to deal with', 'to discuss”)'], 'Kashubian': ['rzeszëc (“to tie”)'], '⇒ Old Polish': ['rozdrzeszyć', 'rozgrzeszyć', 'rozrzeszyć (“to absolve”)'], 'Polish': ['rozgrzeszyć'], 'Polabian': ['*resĕt'], '⇒ Polabian': ['resenĕ'], 'Slovak': ['riešiť']}"
loboda,6122,loboda,100.0,1,True,"Of uncertain kinship. Relatable to Lithuanian balánda and Latvian balodene (“goosefoot (Chenopodium); orach (Atriplex gen. et spp.)”), and even a distant relationship to Proto-Germanic *meldǭ (“goosefoot; orach”) cannot be excluded. A derivation from Proto-Indo-European *albʰós (“white”) begs the semantical question whether there are characteristic white parts with the orach or chenopod, any more relevantly than to artificially find the name Chenopodium album. Ancient Greek λάπαθον (lápathon, “sorrel”, a meaning also present in Turkish) may be related by being borrowed from an Indo-European language close to Balto-Slavic as Dacian, Thracian, or Illyrian, connected to Albanian lëpjetë (“sorrel”), wheras Ancient Greek βλῐ́τον (blíton, “purple amaranth”) might be an inherited cognate.
Cihac suggests that the word is interrelated with Hungarian láb (“foot, leg”) and thus derives from Uralic, comparing Romanian laba gâștei (“chenopod”, literally “goose paw”), syn. talpa gâștei (“goose sole”), and the botanical Chenopodium from χήν (khḗn, “goose”) +‎ πούς (poús, “foot”) (but most of such like German Gänsefuß (“chenopod”) and English goosefoot are calqued from the taxonomic; instead compare Middle Armenian բազուկ (bazuk, “beet”, literally “arm”)). Nonetheless Georg Holzer ascribes the word to the Indo-European substrate he calls “Temematic”, deriving in it as a bahúvrīhi compound of Proto-Indo-European *h₁el- (“goose”, according to him) and *pṓds (“foot”).
Of the same origin is a Common Turkic term *(a)labVda everywhere meaning plants of the Atripliceae syn. Chenopodieae tribe that is not found in Chuvash or Yakut.
Descendance from Proto-Iranian *(h)rabā́š ~ *(h)rabacáh (“rhubarb”) (see there for more) may explain this geographical picture, rhubarb (Rheum) and sorrel (Rumex) anciently being confusables of the same botanical tribe, compare the concept of monk's rhubarb (Rumex alpinus and Rumex patientia, which is also a meaning of Ancient Greek λάπαθον (lápathon), with superficial similarity to the orach (Atriplex) and goosefoot (Chenopodium) vegetable plants.

","{'Old East Slavic': ['лебеда', 'лобода', 'лобеда'], 'Belarusian': ['лебяда', 'лабада'], 'Russian': ['лебеда', 'лобода'], 'Ukrainian': ['лобода', 'лебеда']}"
či,1479,či,100.0,1,True,"From Proto-Indo-European *kʷéy, initially instrumental singular of pronoun *kʷo-/*kʷe-; compare Latin qui, Avestan 𐬗𐬌𐬱‎‎ (ciš‎), Old Saxon hwi.

","{'Old East Slavic': ['чи'], 'Belarusian': ['ці', 'also чы (in dialects and Ruthenian)'], 'Russian': ['чи (West or South Russia', 'Ukraine)'], 'Ukrainian': ['чи'], 'Latin': ['či'], 'Cyrillic': ['чи'], 'Slovene': ['če'], 'Czech': ['či'], 'Polabian': ['cĕ'], 'Polish': ['czy'], 'Slovak': ['či']}"
orsti,12433,råsti,100.0,1,True,"Unclear. Possibly related to Proto-Indo-European *h₃er- (“to rise”) (cf. Latin orior).

","{'Old East Slavic': ['расти', 'рости', 'рость'], 'Belarusian': ['расці'], 'Russian': ['расти (spelling influenced by Church Slavic)'], 'Ukrainian': ['рости'], 'Cyrillic': ['расти'], 'Glagolitic': ['[Term?]'], 'Bulgarian': ['раста'], 'Macedonian': ['расте'], 'Latin': ['rásti'], 'Chakavian (Orbanići)': ['rãs'], 'Slovene': ['rásti (tonal orthography)'], 'Old Czech': ['rósti'], 'Czech': ['růst'], 'Bohemian (Chod dialect)': ['rost'], 'Slovak': ['rásť'], 'Old Polish': ['róść'], 'Polish': ['róść (obsolete)'], 'Silesian': ['rōść'], 'Slovincian': ['rʉɵsc'], 'Polabian': ['rüst'], 'Upper Sorbian': ['rosć'], 'Lower Sorbian': ['rosć']}"
obrazъ,8524,obraz,100.0,1,True,"Back-formation from *obraziti (ESSJa), or as *ob- +‎ *razъ (Vasmer)

","{'Old East Slavic': ['образъ'], 'Belarusian': ['вобраз'], 'Russian': ['образ'], 'Ukrainian': ['образ']}"
zavětъ,17547,zavět,100.0,1,True,"From *větъ (“talk, agreement”).

","{'Old East Slavic': ['завѣтъ'], 'Old Ruthenian': ['завѣтъ', 'заветъ'], 'Ukrainian': ['завіт'], 'Russian': ['завет'], 'Old Cyrillic': ['завѣтъ'], 'Bulgarian': ['завет'], 'Macedonian': ['завет'], 'Cyrillic': ['завет', 'завјет'], 'Latin': ['závet', 'závjet'], 'Czech': ['závěť'], 'Slovak': ['závet']}"
darovati,1685,darovati,100.0,1,True,"From *darъ +‎ *-ovati or *darъ +‎ *-ati (u-stem).

","{'Old East Slavic': ['даровати'], 'Belarusian': ['дараваць'], 'Russian': ['даровать'], 'Ukrainian': ['дарувати']}"
potъ,10980,pot,100.0,1,True,"From Proto-Balto-Slavic *paktas, from Proto-Indo-European *pokʷtós, from *pekʷ- + *-tós. Equivalently from *peťi (“to bake”) +‎ *-tъ.

","{'Old East Slavic': ['потъ'], 'Belarusian': ['пот'], 'Russian': ['пот'], 'Ukrainian': ['піт']}"
saditi,13330,saditi,100.0,1,True,"From Proto-Balto-Slavic *sāˀdītei, from Proto-Indo-European *sodéyeti, causative of *sed- (“to sit”). Baltic cognates include Lithuanian sodìnti (“to set, to plant”), Old Prussian saddinna (“sets”, 3sg.) (i.e. sadina). Indo-European cognates include Sanskrit सादयति (sādáyati, “to set”), Proto-Germanic *satjaną.

","{'Old East Slavic': ['садити'], 'Belarusian': ['садзіць'], 'Russian': ['садить', '1sg. сажу', '3sg. садит'], 'Ukrainian': ['садити', '1sg. саджу']}"
pri,11651,pri,100.0,1,True,"From Proto-Balto-Slavic *prei, from Proto-Indo-European *prey.

","{'Old East Slavic': ['при'], 'Belarusian': ['пры'], 'Russian': ['при'], 'Ukrainian': ['при'], 'Cyrillic': ['при'], 'Glagolitic': ['ⱂⱃⰻ'], 'Bulgarian': ['при'], 'Macedonian': ['при'], 'Latin': ['pri'], 'Slovene': ['pri (tonal orthography)'], 'Old Czech': ['při'], 'Czech': ['při'], 'Bohemian (Chod dialect)': ['při'], 'Polabian': ['prei'], 'Polish': ['przy'], 'Silesian': ['przi'], 'Slovak': ['pri'], 'Upper Sorbian': ['při'], 'Lower Sorbian': ['pśi']}"
orbiti,12352,råbiti,100.0,1,True,"From *orbъ (“servant, slave”). See that word for further etymology.

","{'Old East Slavic': ['робити'], 'Belarusian': ['рабіць'], 'Russian': ['робить (dialectal)'], 'Ukrainian': ['робити'], 'Serbo-Croatian': ['рабити'], 'Latin': ['rábiti'], 'Slovene': ['rábiti (tonal orthography)'], 'Old Czech': ['robiti'], 'Czech': ['robit'], 'Moravian (Mistřice)': ['robit'], 'Slovak': ['robiť'], 'Polish': ['robić'], 'Kashubian': ['robic (“to work', 'to make', 'to do”)'], 'Slovincian': ['rʉɵbjĭc (“to work”)'], 'Upper Sorbian': ['robić'], 'Lower Sorbian': ['robiś (“to work', 'to earn”)']}"
mętežь,6568,mętež,100.0,1,True,"From *męsti +‎ *-ežь.

","{'Old East Slavic': ['мѧтежь'], 'Old Ruthenian': ['мѧтежъ', 'метежь[1]'], 'Belarusian': ['мяцеж'], 'Ukrainian': ['метіж'], 'Old Cyrillic': ['мѧтежь'], 'Glagolitic': ['ⰿⱔⱅⰵⰶⱐ'], '→ Russian': ['мятеж'], 'Bulgarian': ['метеж'], 'Macedonian': ['метеж'], 'Cyrillic': ['метеж'], 'Latin': ['métež'], 'Slovene': ['mẹtež (tonal orthography)'], 'Old Czech': ['mětež', 'mietež'], 'Slovak': ['mätež']}"
pamętati,9878,pamętati,100.0,1,True,"From *pàmę̄tь (“memory”) +‎ *-ati.

","{'Old Ruthenian': ['памѧтати', 'паметати'], 'Belarusian': ['памятаць', 'памятаць', 'памітаць', 'памітыць', 'паматаць', 'паметать', ""пам'ятаць"", 'паматаць', 'памітаць', 'помытаты', ""пом'ятаты"", 'памэтаці', 'помынтаты', 'помыэтаты', 'паметаць (dialectal)'], 'Rusyn': ['памятати'], 'Ukrainian': [""пам'ятати"", 'памнятати', 'памятать (Kuban dialect)'], 'Middle Russian': ['памѧтати', 'помѧтати (15th cent.)'], 'Russian': ['памятать', 'памятать (dialectal)'], 'Bulgarian': ['паметам (dialectal)', 'паметуйам (rare & dialectal)'], 'Cyrillic': ['помѐтати', 'помѐтам (dialectal)'], 'Latin': ['pomètati', 'pomètām (dialectal)'], 'Czech': ['pamatat', 'pamatať', 'pamětať (dialectal)'], 'Kashubian': ['pamiãtac'], 'Old Polish': ['pamiętać'], 'Polish': ['pamiętać', 'pamńẙntać (dialectal)'], 'Old Slovak': ['pamätať'], 'Slovak': ['pametac (dialectal)'], 'Silesian': ['pamiyntać'], 'Slovincian': ['paḿątac', 'pamjątac', 'pamjątăc']}"
užasъ,16024,užas,100.0,1,True,"Morphologically equivalent to *u- +‎ *žasъ (“fright”).
Further etymology is problematic:

On morphological basis, has been linked to the root of *gasiti (“to extinguish”), which however poses semantic problems.
An alternative proposal suggests genetic relation to *gadъ (“creep, reptile”), presumably from pre-Slavic *u- +‎ *gēd- +‎ *-sъ.
Possibly a borrowing[1] from Gothic 𐌿𐍃𐌲𐌰𐌹𐍃𐌾𐌰𐌽 (usgaisjan, “to frighten”), assumming that related non-prefixed forms are back-formations and that Gothic -𐌰𐌹- (-ai-) was rendered as Proto-Slavic *-ě- < *-ē- (rather than formally expected *-ai-).
","{'Old East Slavic': ['ужасъ', 'ужасть'], 'Russian': ['ужас'], 'Ukrainian': ['ужах (dialectal)']}"
pelena,10023,pelena,100.0,1,True,"(This etymology is missing or incomplete. Please add to it, or discuss it at the Etymology scriptorium.)

","{'East Slavic': ['пелена'], 'Russian': ['пелена'], 'Ukrainian': ['пелена'], 'Cyrillic': ['пелена'], 'Glagolitic': ['ⱂⰵⰾⰵⱀⰰ'], 'Bulgarian': ['пелена'], 'Macedonian': ['пелена'], 'Latin': ['pȅlena'], 'Czech': ['plena'], '⇒ Polish': ['pielucha'], 'Slovak': ['plena']}"
žьrtva,17889,žrtva,100.0,1,True,"From *žьrti (“to sacrifice”) +‎ *-tva, from Proto-Balto-Slavic *girʔ-, from Proto-Indo-European *gʷerH-.

","{'Old East Slavic': ['жьртва'], '→ Polish': ['żertwa'], 'Russian': ['жертва'], 'Ukrainian': ['жертва'], 'Old Cyrillic': ['жрьтва'], 'Glagolitic': ['ⰶⱃⱐⱅⰲⰰ'], '→ Romanian': ['jertfă'], 'Bulgarian': ['жертва'], 'Cyrillic': ['жртва'], 'Latin': ['žȑtva'], 'Slovene': ['žrtva']}"
děva,1846,děva,100.0,1,True,"From Proto-Indo-European *dʰeh₁(y)- (“to suck, suckle”), whence also Latin femina, Hittite 𒋼𒂊𒋫𒀭 (te-e-ta-an), Sanskrit धयति (dháyati), Gothic 𐌳𐌰𐌳𐌳𐌾𐌰𐌽 (daddjan, “suckle”) and Old Armenian դիեմ (diem).
Original meaning was thus ""one that can suckle, nurse"". Compare *dojiti (“to give milk, nurse, breastfeed”).

","{'Old East Slavic': ['дѣва'], 'Belarusian': ['дзева'], 'Russian': ['дева'], 'Rusyn': ['дїва'], 'Ukrainian': ['діва'], 'Old Cyrillic': ['дѣва'], 'Glagolitic': ['ⰴⱑⰲⰰ'], 'Bulgarian': ['дева'], 'Macedonian': ['дева (archaic)'], 'Cyrillic': ['дјева', 'дева'], 'Latin': ['djéva', 'déva'], 'Slovene': ['dẹva (tonal orthography)'], 'Czech': ['děva', 'díva (dialectal)'], 'Kashubian': ['dzéwka'], 'Polabian': ['devă'], 'Old Polish': ['dziewa'], 'Polish': ['dziwka', 'dziewka', 'dziewa (archaic & literary & dialectal)'], 'Slovak': ['deva']}"
bodati,984,bodati,100.0,1,True,"See *badati. Vowel 'o' from *bosti.

",{'Russian': ['бодать']}
krikъ,5524,krik,100.0,1,True,"From Proto-Indo-European *(s)kreik-, ultimately of onomatopoeic origin. Cognate with Proto-Germanic *hraigrô (“heron”), Welsh crëyr (“heron”), Ancient Greek κρίζω (krízō, “to creak, screech”), Latvian krikа (“laughing”).

","{'Old East Slavic': ['крикъ'], 'Russian': ['крик'], 'Ukrainian': ['крик']}"
xvala,3571,hvala,100.0,1,True,"Probably a borrowing from a Scythian descendant of Proto-Iranian *húHarnah. Perhaps related to Proto-Germanic *haliþaz (“hero”).

","{'Old East Slavic': ['хвала'], 'Belarusian': ['хвала'], 'Russian': ['хвала'], 'Ukrainian': ['хвала']}"
grabiti,3192,grabiti,100.0,1,True,"From Proto-Balto-Slavic *grā́ˀbīˀtei.

Per Derksen, from Proto-Indo-European *gʰrob-éye-ti, from Proto-Indo-European *gʰreb-; meanings ""to rake"" in daughter languages from confusion with the root *gʰrebʰ- (see Proto-Slavic *gretì (“to dig, to rake, to scrape”)). Baltic cognates include Lithuanian gróbti (“to seize”), Latvian grâbt (“to seize”). Indo-European cognates include Old Norse grápa (“to seize”). The same confusion appears to have happened elsewhere; compare Sanskrit गृह्णाति (gṛhṇā́ti), गृभ्णाति (gṛbhṇā́ti, “to seize, to hold, to take”). Avestan: grab- ‘to grab, seize, take’, Old Persian: grab- ‘to seize (as possesion), Persian گرفتن‎ (gereftan), پذیرفتن‎ (paziroftan).[1] English grab vs. Gothic 𐌲𐍂𐌰𐌱𐌰𐌽 (graban, “to dig”), all of which come from *gʰrebʰ-. Derksen does not derive this verb from *gʰrebʰ- due to Winter's law, which is required to produce the acute *-a- of the Slavic root but would not operate in *gʰrebʰ-.
Per Vasmer, Chernykh and Trubachev, this verb in fact derives from Proto-Indo-European *gʰrob-éye-ti, from *gʰreb-; see also Proto-Slavic *gretì. Chernykh describes it as the causative of *gretì.
Per Rix (LIV), probably from Proto-Indo-European *gʰrobh₂-éye-ti, from *gʰrebh₂-, which allows for Winter's law and also accounts for the Sanskrit -(b)h- (but still doesn't account for the Germanic forms, which are supposed to derive from a different root *gʰrebʰ-).
","{'Old East Slavic': ['грабити'], 'Belarusian': ['грабіць'], 'Russian': ['грабить'], 'Ukrainian': ['грабувати'], 'Cyrillic': ['грабити'], 'Glagolitic': ['[Term?]'], 'Bulgarian': ['грабя'], 'Macedonian': ['граби'], 'Latin': ['grȁbiti'], 'Chakavian (Vrgada)': ['grȁbiti'], 'Chakavian (Orbanići)': ['grȁbit'], 'Slovene': ['grábiti (tonal orthography)'], 'Czech': ['hrabit (dialectal)'], 'Polish': ['grabić'], 'Slovincian': ['grȧbjĭc']}"
gǫba,3316,gųba,100.0,1,True,"Probably substantivization of Proto-Balto-Slavic *gúmˀbas (“bulged, bloated”) + *-a. Cognate with Lithuanian gum̃bas (“bulge”) (with métatonie douce), gémbė (“nail”), Latvian gum̃ba (“tumor”). Further origin uncertain:

An old hypothesis due to Pedersen, Berneker suggests possible relationship (through metathesis) with Ancient Greek σπόγγος (spóngos, “fungus”), Latin fungus. Doubted by Vasmer, Trubačev, Derksen.
Trubačev additionally draws comparison to Proto-Germanic *wambō (“womb”), Sanskrit गभ (gabhá, “vagina”) (which however requires a circumflex root). A more likely Germanic cognate is Norwegian kump (“lump, bulge”) (< *kumpaz).
The sense ‘lip, mouth’ is probably figurative and should not be separated from the sense ‘mushroom’. Some daughter languages exhibit accentual difference between the two meanings, as in the case of Czech houba (“sponge”) : huba (“mouth”).

","{'Old East Slavic': ['гꙋба'], 'Belarusian': ['губа'], 'Russian': ['губа'], 'Ukrainian': ['губа'], 'Old Church Slavonic': ['гѫба'], 'Bulgarian': ['гъба', 'гъмба (dialectal)'], 'Macedonian': ['габа'], 'Cyrillic': ['губа'], 'Latin': ['gȕba'], 'Slovene': ['gọba (tonal orthography)'], 'Old Czech': ['húba'], 'Czech': ['houba (“sponge”)', 'huba (“mouth”)'], '→ Polish': ['huba (“polypore”)'], 'Polish': ['gęba (“mouth', 'mug”)'], 'Silesian': ['gymba'], 'Slovak': ['huba']}"
gǫba,3315,gųba,100.0,1,True,"Probably substantivization of Proto-Balto-Slavic *gúmˀbas (“bulged, bloated”) + *-a. Cognate with Lithuanian gum̃bas (“bulge”) (with métatonie douce), gémbė (“nail”), Latvian gum̃ba (“tumor”). Further origin uncertain:

An old hypothesis due to Pedersen, Berneker suggests possible relationship (through metathesis) with Ancient Greek σπόγγος (spóngos, “fungus”), Latin fungus. Doubted by Vasmer, Trubačev, Derksen.
Trubačev additionally draws comparison to Proto-Germanic *wambō (“womb”), Sanskrit गभ (gabhá, “vagina”) (which however requires a circumflex root). A more likely Germanic cognate is Norwegian kump (“lump, bulge”) (< *kumpaz).
The sense ‘lip, mouth’ is probably figurative and should not be separated from the sense ‘mushroom’. Some daughter languages exhibit accentual difference between the two meanings, as in the case of Czech houba (“sponge”) : huba (“mouth”).

","{'Old East Slavic': ['гꙋба'], 'Belarusian': ['губа'], 'Russian': ['губа'], 'Ukrainian': ['губа'], 'Old Church Slavonic': ['гѫба'], 'Bulgarian': ['гъба', 'гъмба (dialectal)'], 'Macedonian': ['габа'], 'Cyrillic': ['губа'], 'Latin': ['gȕba'], 'Slovene': ['gọba (tonal orthography)'], 'Old Czech': ['húba'], 'Czech': ['houba (“sponge”)', 'huba (“mouth”)'], '→ Polish': ['huba (“polypore”)'], 'Polish': ['gęba (“mouth', 'mug”)'], 'Silesian': ['gymba'], 'Slovak': ['huba']}"
